ANIO;MINICIO;MES;CODSEXO;CODMUN;MUN112;PROV;ISLA;RECURSO;FRECURSO
2008;06;Junio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Actuación in situ
2010;01;Enero;;35011;Ingenio;Las Palmas;Gran Canaria;AAVV Proteccion Civil;Servicio Preventivo
2006;02;Febrero;;38009;Breña Baja;Tenerife;La Palma;Otros;Informacion sin Seguimiento
2012;08;Agosto;Mu;38028;Puerto de la Cruz;Tenerife;Tenerife;Ambulancia SVA;Rechazo Posterior Protocolo
2012;08;Agosto;;35016;Las Palmas;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2012;04;Abril;Ho;38006;Arona;Tenerife;Tenerife;Guardia Civil;Rechazo Posterior Protocolo
2013;10;Octubre;;38006;Arona;Tenerife;Tenerife;Guardia Civil;Actuación in situ
2007;05;Mayo;Ho;38011;Candelaria;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;09;Septiembre;Mu;38034;San Juan de la Rambla;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;09;Septiembre;Ho;38025;Matanza de Acentejo La;Tenerife;Tenerife;Ambulancia SVA;Anulado por Informe Otro Recu
2008;08;Agosto;;35004;Arrecife;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;08;Agosto;Mu;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;10;Octubre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;NA;Transp. Urg. NO Medicalizado
2011;08;Agosto;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2009;09;Septiembre;Ho;35026;Telde;Las Palmas;Gran Canaria;NA;NA
2007;05;Mayo;Mu;35004;Arrecife;Las Palmas;Lanzarote;NA;NA
2014;09;Septiembre;;38006;Arona;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2010;07;Julio;Mu;35034;Yaiza;Las Palmas;Lanzarote;AAVV Proteccion Civil;Anulado por Informe Otro Recu
2012;06;Junio;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2014;01;Enero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;02;Febrero;;38043;Tacoronte;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2013;02;Febrero;Ho;38004;Arafo;Tenerife;Tenerife;NA;NA
2012;01;Enero;Mu;38011;Candelaria;Tenerife;Tenerife;Ambulancia SVB;Rechazo Posterior Protocolo
2014;11;Noviembre;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2012;01;Enero;;35016;Las Palmas;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Intervención Pospuesta
2009;11;Noviembre;Ho;35030;Tuineje;Las Palmas;Fuerteventura;Ambulancia SVB;Sin Recurso Disponible
2006;07;Julio;Mu;35017;Puerto Rosario;Las Palmas;Fuerteventura;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;08;Agosto;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Rechazo Posterior Protocolo
2013;02;Febrero;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2007;06;Junio;;38031;Realejos Los;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2014;05;Mayo;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Vehículo Asistencia Médica;Asistencia in situ
2011;05;Mayo;;35014;La Oliva;Las Palmas;Fuerteventura;Policia Local;Informacion sin Seguimiento
2010;03;Marzo;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;11;Noviembre;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Vehículo Interv. Rapida;Sin Recurso Disponible
2014;08;Agosto;;38017;Granadilla de Abona;Tenerife;Tenerife;NA;NA
2006;10;Octubre;Mu;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;04;Abril;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2011;01;Enero;Ho;35002;Agüimes;Las Palmas;Gran Canaria;Policia Local;Actuación in situ
2007;02;Febrero;;38042;Silos Los;Tenerife;Tenerife;Bomberos;Rescate en Tierra
2014;04;Abril;Mu;38026;Orotava La;Tenerife;Tenerife;Ambulancia SVA;Asistencia in situ
2005;03;Marzo;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Actuación in situ
2010;09;Septiembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2013;03;Marzo;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2007;02;Febrero;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;10;Octubre;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2008;05;Mayo;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Vehículo Interv. Rapida;Asistencia in situ
2013;07;Julio;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Rechazo Posterior Protocolo
2005;02;Febrero;Mu;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Sin Recurso Disponible
2007;04;Abril;;38032;Rosario El;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2007;09;Septiembre;Ho;38001;Adeje;Tenerife;Tenerife;Ambulancia SVB;Rechazo Posterior Protocolo
2006;11;Noviembre;Mu;35013;Moya;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;09;Septiembre;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Alta Voluntaria
2006;12;Diciembre;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Actuación in situ
2011;07;Julio;;38043;Tacoronte;Tenerife;Tenerife;Bomberos;Anulado por Informe Otro Recu
2005;10;Octubre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Vehículo Asistencia Médica;Asistencia in situ
2013;11;Noviembre;;38025;Matanza de Acentejo La;Tenerife;Tenerife;Otros;Anulado Indicación Alertante
2014;09;Septiembre;;38023;Laguna La;Tenerife;Tenerife;Guardia Civil;Anulado por Informe Otro Recu
2007;09;Septiembre;Mu;38028;Puerto de la Cruz;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;02;Febrero;;35030;Tuineje;Las Palmas;Fuerteventura;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;08;Agosto;;38017;Granadilla de Abona;Tenerife;Tenerife;NA;NA
2009;05;Mayo;;38032;Rosario El;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2009;03;Marzo;Ho;35024;Teguise;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;11;Noviembre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2007;01;Enero;;35018;San Bartolomé Lanzarote;Las Palmas;Lanzarote;Policia Local;Informacion sin Seguimiento
2013;02;Febrero;Ho;38006;Arona;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2008;09;Septiembre;;35018;San Bartolomé Lanzarote;Las Palmas;Lanzarote;Bomberos;Extincion de Incendios
2014;02;Febrero;;35029;Tinajo;Las Palmas;Lanzarote;Bomberos;Actuación in situ
2014;04;Abril;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVA;Asistencia in situ
2006;07;Julio;;38022;Icod de los Vinos;Tenerife;Tenerife;NA;NA
2013;11;Noviembre;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;06;Junio;Ho;38028;Puerto de la Cruz;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2007;07;Julio;Ho;35020;San Nicolás Tolentino;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;06;Junio;Mu;38022;Icod de los Vinos;Tenerife;Tenerife;NA;NA
2006;11;Noviembre;Mu;35024;Teguise;Las Palmas;Lanzarote;Cruz Roja;Sin Recurso Disponible
2012;08;Agosto;Mu;35006;Arucas;Las Palmas;Gran Canaria;Ambulancia SVB;Derivado a Otra Intervención
2010;11;Noviembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transporte Urg. Medicalizado
2007;10;Octubre;;38005;Arico;Tenerife;Tenerife;NA;NA
2005;09;Septiembre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2014;12;Diciembre;Ho;38028;Puerto de la Cruz;Tenerife;Tenerife;Ambulancia Sanitarizada;No Valorable / Error
2005;10;Octubre;Mu;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVA;Transporte Urg. Medicalizado
2014;12;Diciembre;;38006;Arona;Tenerife;Tenerife;Otros;Rechazo Inicial Protocolo
2012;08;Agosto;Mu;38001;Adeje;Tenerife;Tenerife;NA;NA
2012;09;Septiembre;;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2009;11;Noviembre;;35026;Telde;Las Palmas;Gran Canaria;CECOP Proteccion Civil;Servicio Preventivo
2005;03;Marzo;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Vehículo Asistencia Médica;Asistencia in situ
2011;04;Abril;Mu;38043;Tacoronte;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;08;Agosto;;35004;Arrecife;Las Palmas;Lanzarote;Cuerpo Nacional de Policia;Rechazo Inicial Protocolo
2013;10;Octubre;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;04;Abril;Ho;38006;Arona;Tenerife;Tenerife;Ambulancia SVB;Ya Evacuado
2006;08;Agosto;;38023;Laguna La;Tenerife;Tenerife;Cuerpo Nacional de Policia;Actuación in situ
2008;09;Septiembre;;35026;Telde;Las Palmas;Gran Canaria;NA;NA
2014;10;Octubre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2009;06;Junio;Ho;35024;Teguise;Las Palmas;Lanzarote;NA;NA
2006;04;Abril;Mu;35004;Arrecife;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;12;Diciembre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;AAVV Proteccion Civil;No Valorable / Error
2009;07;Julio;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Actuación in situ
2008;01;Enero;Ho;38017;Granadilla de Abona;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;03;Marzo;;35026;Telde;Las Palmas;Gran Canaria;AAVV Proteccion Civil;Falsa Alarma
2006;11;Noviembre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Actuación in situ
2005;11;Noviembre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Vehículo Asistencia Médica;Asistencia in situ
2012;05;Mayo;;35004;Arrecife;Las Palmas;Lanzarote;NA;NA
2005;08;Agosto;Ho;35017;Puerto Rosario;Las Palmas;Fuerteventura;NA;NA
2011;01;Enero;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;12;Diciembre;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;08;Agosto;;35023;Santa María Guía;Las Palmas;Gran Canaria;NA;NA
2006;02;Febrero;Mu;38017;Granadilla de Abona;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;05;Mayo;Ho;38020;Güimar;Tenerife;Tenerife;Bomberos;Extincion de Incendios
2006;12;Diciembre;Mu;38048;Valverde;Tenerife;El Hierro;NA;NA
2009;03;Marzo;Ho;38039;Santa Ursula;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;09;Septiembre;;38020;Güimar;Tenerife;Tenerife;Ambulancia SVB;Sin Recurso Disponible
2013;06;Junio;Mu;35026;Telde;Las Palmas;Gran Canaria;NA;NA
2008;08;Agosto;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Falsa Alarma
2009;05;Mayo;;38001;Adeje;Tenerife;Tenerife;NA;NA
2011;04;Abril;;38023;Laguna La;Tenerife;Tenerife;NA;NA
2011;11;Noviembre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2007;01;Enero;;38043;Tacoronte;Tenerife;Tenerife;Otros;Anulado Indicación Alertante
2008;12;Diciembre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Vehículo Interv. Rapida;Asistencia in situ
2010;09;Septiembre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Cuerpo Nacional de Policia;No Valorable / Error
2006;11;Noviembre;Ho;38022;Icod de los Vinos;Tenerife;Tenerife;Ambulancia Sanitarizada;Asistencia in situ
2009;07;Julio;;38001;Adeje;Tenerife;Tenerife;Cuerpo Nacional de Policia;Rechazo Inicial Protocolo
2014;05;Mayo;Ho;35027;Teror;Las Palmas;Gran Canaria;Ambulancia Sanitarizada;Transporte Urg. Sanitarizado
2006;08;Agosto;Mu;38028;Puerto de la Cruz;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;11;Noviembre;Ho;35008;Firgas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;10;Octubre;;38051;Victoria de Acentejo La;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2013;02;Febrero;Ho;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Rechazo Posterior Protocolo
2012;07;Julio;Ho;38006;Arona;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2008;12;Diciembre;;38017;Granadilla de Abona;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2008;12;Diciembre;;38051;Victoria de Acentejo La;Tenerife;Tenerife;Guardia Civil;Intervención Pospuesta
2012;11;Noviembre;Mu;35018;San Bartolomé Lanzarote;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;01;Enero;Mu;38037;Santa Cruz de La Palma;Tenerife;La Palma;Ambulancia Sanitarizada;Varios
2006;11;Noviembre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2011;08;Agosto;Mu;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;03;Marzo;;38006;Arona;Tenerife;Tenerife;NA;NA
2014;06;Junio;;35013;Moya;Las Palmas;Gran Canaria;NA;NA
2010;01;Enero;Ho;38006;Arona;Tenerife;Tenerife;Cuerpo Nacional de Policia;Rechazo Inicial Protocolo
2005;10;Octubre;;38032;Rosario El;Tenerife;Tenerife;NA;NA
2011;09;Septiembre;;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2007;04;Abril;;35003;Antigua;Las Palmas;Fuerteventura;Policia Local;Informacion sin Seguimiento
2014;11;Noviembre;Ho;38022;Icod de los Vinos;Tenerife;Tenerife;Helicoptero de Rescate;Actuación in situ
2014;08;Agosto;Ho;35004;Arrecife;Las Palmas;Lanzarote;Guardia Civil;Informacion sin Seguimiento
2005;05;Mayo;;35016;Las Palmas;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Anulado Indicación Alertante
2010;02;Febrero;Ho;35004;Arrecife;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;09;Septiembre;;35004;Arrecife;Las Palmas;Lanzarote;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2013;01;Enero;Mu;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Rechazo Posterior Protocolo
2014;10;Octubre;Ho;38021;Hermigüa;Tenerife;La Gomera;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;07;Julio;;38036;San Sebastian de La Gomera;Tenerife;La Gomera;Policia Local;Anulado Indicación Alertante
2010;09;Septiembre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;AAVV Proteccion Civil;Informacion sin Seguimiento
2013;04;Abril;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2012;01;Enero;Mu;38011;Candelaria;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2011;12;Diciembre;;35022;Santa Lucía;Las Palmas;Gran Canaria;NA;NA
2010;06;Junio;Ho;35012;Mogán;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;11;Noviembre;;38022;Icod de los Vinos;Tenerife;Tenerife;Bomberos;Informacion sin Seguimiento
2009;03;Marzo;Mu;35026;Telde;Las Palmas;Gran Canaria;NA;NA
2012;05;Mayo;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Cuerpo Nacional de Policia;Rechazo Inicial Protocolo
2010;07;Julio;;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;NA;NA
2012;07;Julio;Mu;35004;Arrecife;Las Palmas;Lanzarote;Ambulancia SVB;Rechaza Traslado
2008;12;Diciembre;;38023;Laguna La;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2012;04;Abril;Mu;35021;Santa Brígida;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;03;Marzo;Mu;35004;Arrecife;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;01;Enero;;38017;Granadilla de Abona;Tenerife;Tenerife;Otros;Informacion sin Seguimiento
2013;10;Octubre;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;11;Noviembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;02;Febrero;;38006;Arona;Tenerife;Tenerife;Cuerpo Nacional de Policia;Rechazo Inicial Protocolo
2009;10;Octubre;Mu;38025;Matanza de Acentejo La;Tenerife;Tenerife;Ambulancia SVB;Sin Recurso Disponible
2005;11;Noviembre;;35016;Las Palmas;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Anulado Indicación Alertante
2010;06;Junio;;38005;Arico;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2006;09;Septiembre;Ho;38052;Vilaflor;Tenerife;Tenerife;NA;NA
2007;06;Junio;;38037;Santa Cruz de La Palma;Tenerife;La Palma;Policia Local;Asistencia in situ
2012;12;Diciembre;;38006;Arona;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2006;11;Noviembre;Ho;35026;Telde;Las Palmas;Gran Canaria;Bomberos;Varios
2014;02;Febrero;;38012;Fasnia;Tenerife;Tenerife;Otros;Informacion sin Seguimiento
2009;03;Marzo;Mu;38015;Garachico;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;05;Mayo;Ho;38032;Rosario El;Tenerife;Tenerife;Ambulancia SVB;Rechazo Posterior Protocolo
2009;07;Julio;Ho;38025;Matanza de Acentejo La;Tenerife;Tenerife;Ambulancia SVB;Rechazo Posterior Protocolo
2013;11;Noviembre;;38048;Valverde;Tenerife;El Hierro;NA;NA
2007;04;Abril;Ho;35002;Agüimes;Las Palmas;Gran Canaria;NA;NA
2006;10;Octubre;;35022;Santa Lucía;Las Palmas;Gran Canaria;AAVV Proteccion Civil;Informacion sin Seguimiento
2009;04;Abril;Ho;38011;Candelaria;Tenerife;Tenerife;Ambulancia SVB;No Valorable / Error
2011;03;Marzo;;38006;Arona;Tenerife;Tenerife;Cuerpo Nacional de Policia;Anulado Indicación Alertante
2011;04;Abril;;38001;Adeje;Tenerife;Tenerife;NA;NA
2008;06;Junio;;35022;Santa Lucía;Las Palmas;Gran Canaria;Guardia Civil;Informacion sin Seguimiento
2009;07;Julio;;38026;Orotava La;Tenerife;Tenerife;NA;NA
2012;12;Diciembre;Ho;35009;Gáldar;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;04;Abril;;38031;Realejos Los;Tenerife;Tenerife;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2006;03;Marzo;;35021;Santa Brígida;Las Palmas;Gran Canaria;NA;NA
2011;01;Enero;;35016;Las Palmas;Las Palmas;Gran Canaria;Bomberos;Varios
2008;12;Diciembre;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Cuerpo Nacional de Policia;Varios
2009;11;Noviembre;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Actuación in situ
2012;08;Agosto;Mu;38046;Tegueste;Tenerife;Tenerife;NA;NA
2012;01;Enero;Mu;38006;Arona;Tenerife;Tenerife;Ambulancia SVB;Transporte Secundario
2010;11;Noviembre;;35016;Las Palmas;Las Palmas;Gran Canaria;Medio Ambiente;Informacion sin Seguimiento
2010;01;Enero;Mu;35017;Puerto Rosario;Las Palmas;Fuerteventura;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2007;11;Noviembre;Mu;35026;Telde;Las Palmas;Gran Canaria;NA;Transp. Urg. NO Medicalizado
2013;12;Diciembre;Ho;35014;La Oliva;Las Palmas;Fuerteventura;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;10;Octubre;;35016;Las Palmas;Las Palmas;Gran Canaria;Bomberos;Anulado Indicación Alertante
2010;08;Agosto;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2010;09;Septiembre;;38011;Candelaria;Tenerife;Tenerife;NA;NA
2010;10;Octubre;Mu;35029;Tinajo;Las Palmas;Lanzarote;NA;NA
2007;02;Febrero;;35009;Gáldar;Las Palmas;Gran Canaria;NA;NA
2010;04;Abril;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Vehículo Asistencia Médica;Asistencia in situ
2014;02;Febrero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;NA;Rechazo Posterior Protocolo
2013;08;Agosto;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2008;07;Julio;;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;NA;NA
2012;10;Octubre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;GES Terrestre;Rechazo Posterior Protocolo
2012;05;Mayo;Ho;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;12;Diciembre;;38991;MAR Tenerife;Tenerife;Tenerife;NA;NA
2012;01;Enero;;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2009;12;Diciembre;Mu;35028;Tías;Las Palmas;Lanzarote;Ambulancia SVB;Rechazo Inicial Protocolo
2014;09;Septiembre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;08;Agosto;;38040;Santiago del Teide;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2008;07;Julio;;35024;Teguise;Las Palmas;Lanzarote;NA;NA
2010;05;Mayo;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia Sanitarizada;Transporte Urg. Sanitarizado
2005;01;Enero;;35991;Mar Gran Canaria;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2007;11;Noviembre;;35034;Yaiza;Las Palmas;Lanzarote;Guardia Civil;Informacion sin Seguimiento
2012;05;Mayo;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2012;07;Julio;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;12;Diciembre;;38053;Villa de Mazo;Tenerife;La Palma;Enfermero;Informacion sin Seguimiento
2013;12;Diciembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;07;Julio;Ho;35022;Santa Lucía;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;03;Marzo;;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2005;03;Marzo;;35012;Mogán;Las Palmas;Gran Canaria;NA;NA
2007;03;Marzo;Mu;35022;Santa Lucía;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;10;Octubre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2014;08;Agosto;Mu;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVA;Asistencia in situ
2012;10;Octubre;Ho;35022;Santa Lucía;Las Palmas;Gran Canaria;Ambulancia SVB;Falsa Alarma
2011;04;Abril;;38028;Puerto de la Cruz;Tenerife;Tenerife;Bomberos;Extincion de Incendios
2010;02;Febrero;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Varios
2005;06;Junio;;35026;Telde;Las Palmas;Gran Canaria;AAVV Proteccion Civil;Servicio Preventivo
2009;12;Diciembre;Ho;35003;Antigua;Las Palmas;Fuerteventura;Guardia Civil;Anulado por Informe Otro Recu
2006;01;Enero;;35026;Telde;Las Palmas;Gran Canaria;Policia Local;Rechazo Inicial Protocolo
2011;12;Diciembre;Ho;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;NA;Sin Recurso Disponible
2009;07;Julio;Mu;35026;Telde;Las Palmas;Gran Canaria;Ambulancia Sanitarizada;Falsa Alarma
2008;01;Enero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Actuación in situ
2013;10;Octubre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;09;Septiembre;;35014;La Oliva;Las Palmas;Fuerteventura;Policia Local;Informacion sin Seguimiento
2008;01;Enero;;38023;Laguna La;Tenerife;Tenerife;NA;NA
2011;11;Noviembre;;35030;Tuineje;Las Palmas;Fuerteventura;Guardia Civil;Rechazo Posterior Protocolo
2008;12;Diciembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2006;09;Septiembre;Ho;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;07;Julio;Mu;35022;Santa Lucía;Las Palmas;Gran Canaria;NA;NA
2013;12;Diciembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2012;11;Noviembre;;35017;Puerto Rosario;Las Palmas;Fuerteventura;Policia Local;Informacion sin Seguimiento
2009;12;Diciembre;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Sin Recurso Disponible
2012;07;Julio;;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2009;07;Julio;Ho;38028;Puerto de la Cruz;Tenerife;Tenerife;Ambulancia SVB;Transporte Urg. Medicalizado
2013;02;Febrero;Ho;35034;Yaiza;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;02;Febrero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Alta Voluntaria
2006;05;Mayo;;38991;MAR Tenerife;Tenerife;Tenerife;Ambulancia SVA;Asistencia in situ
2005;05;Mayo;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
